Equipo,Ciudad,Estadio,Liga,region,Año_fundacion,Años_cantidad
Deportivo Municipal de Tacna,Tacna,Jorge Basadre,Copa Perú,Tacna,1966.0,58.0
Deportivo Victoria,Tacna,Jorge Basadre,Copa Perú,Tacna,1939.0,85.0
Juventud Locumba,Locumba,Municipal de Locumba,Copa Perú,Tacna,1941.0,83.0
Mariscal Miller,Tacna,Jorge Basadre,Copa Perú,Tacna,1961.0,63.0
Sport Junior,Ilabaya,Mirave,Copa Perú,Tacna,1991.0,33.0
Unión Alfonso Ugarte,Gregorio Albarracín,Joel Gutiérrez,Copa Perú,Tacna,2003.0,21.0
Unión Los Palos FC,La Yarada-Los Palos,Jorge Basadre,Copa Perú,Tacna,1976.0,48.0
Unión Mirave,Ilabaya,Mirave,Copa Perú,Tacna,1977.0,47.0
Urbanización Tacna,Pocollay,Municipal de Pocollay,Copa Perú,Tacna,1993.0,31.0
Virgen de la Natividad,Tacna,Jorge Basadre,Copa Perú,Tacna,2020.0,4.0
24 de Julio,Papayal,Integración,Copa Perú,Tumbes,1945.0,79.0
Alianza Grau,Zorritos,IPD de Zorritos,Copa Perú,Tumbes,1975.0,49.0
Alianza Tumbesina,Tumbes,Mariscal Cáceres,Copa Perú,Tumbes,1948.0,76.0
Andrés Araujo,San Juan de la Virgen,24 de Junio,Copa Perú,Tumbes,1953.0,71.0
Comercial Aguas Verdes,Zarumilla,24 de julio,Copa Perú,Tumbes,1971.0,53.0
Cristal Tumbes,Tumbes,Mariscal Cáceres,Copa Perú,Tumbes,1981.0,43.0
Defensor San José,Tumbes,Mariscal Cáceres,Copa Perú,Tumbes,1965.0,59.0
Deportivo Ferrocarril,Zarumilla,24 de julio,Copa Perú,Tumbes,1950.0,74.0
Deportivo Huracán,Corrales,Municipal de Corrales,Copa Perú,Tumbes,1959.0,65.0
Deportivo Municipal de Vaquería,Pampas de Hospital,Andrés Feijóo Zárate,Copa Perú,Tumbes,1950.0,74.0
Deportivo Pacífico,Zarumilla,24 de julio,Copa Perú,Tumbes,1949.0,75.0
Deportivo UNT,Tumbes,Mariscal Cáceres,Copa Perú,Tumbes,1984.0,40.0
Dos de Mayo,Casa Blanqueada,7 de junio,Copa Perú,Tumbes,1947.0,77.0
Estrella Roja de Oidor,Casa Blanqueada,7 de junio,Copa Perú,Tumbes,1958.0,66.0
Independiente Aguas Verdes,Aguas Verdes,24 de julio,Copa Perú,Tumbes,1985.0,39.0
José Chiroque Cielo,Zarumilla,24 de Julio,Copa Perú,Tumbes,2009.0,15.0
Leoncio Prado,Pampas de Hospital,Andrés Feijóo Zárate,Copa Perú,Tumbes,1956.0,68.0
Renovación Pacífico,Tumbes,Mariscal Cáceres,Copa Perú,Tumbes,2005.0,19.0
Sport Bocapán,Bocapán,IPD de Zorritos,Copa Perú,Tumbes,1961.0,63.0
Sport Bolognesi,Zarumilla,24 de julio,Copa Perú,Tumbes,1939.0,85.0
Sport Buenos Aires,Tumbes,Mariscal Cáceres,Copa Perú,Tumbes,1953.0,71.0
Sport Cabuyal,Pampas de Hospital,Andrés Feijóo Zárate,Copa Perú,Tumbes,1963.0,61.0
Sport Libertad de Tacural,San Juan de la Virgen,24 de Junio,Copa Perú,Tumbes,1943.0,81.0
Sport Pampas,Pampas de Hospital,Andrés Feijóo Zárate,Copa Perú,Tumbes,1964.0,60.0
Sport Progresista Los Pinos,Zorritos,IPD de Zorritos,Copa Perú,Tumbes,1977.0,47.0
Sport Progreso Realengal,Corrales,Municipal de Corrales,Copa Perú,Tumbes,1951.0,73.0
Sport San Martín,Tumbes,Mariscal Cáceres,Copa Perú,Tumbes,1920.0,104.0
Sport Tumbes,Tumbes,Mariscal Cáceres,Copa Perú,Tumbes,1919.0,105.0
Sport Unión,Zarumilla,24 de julio,Copa Perú,Tumbes,1950.0,74.0
Sport Zarumilla,Zarumilla,24 de julio,Copa Perú,Tumbes,1922.0,102.0
Sporting Pizarro,Tumbes,Mariscal Cáceres,Copa Perú,Tumbes,1953.0,71.0
Unión Pacífico,Tumbes,Mariscal Cáceres,Copa Perú,Tumbes,2002.0,22.0
Alianza Callao,Yarinacocha,Jorge Forest Forest,Copa Perú,Ucayali,1962.0,62.0
Atlético Callao,Yarinacocha,Jorge Forest Forest,Copa Perú,Ucayali,1965.0,59.0
Colegio Comercio,Pucallpa,Aliardo Soria Pérez,Copa Perú,Ucayali,1987.0,37.0
Comandante Alvariño,Masisea,Municipal de Masisea,Copa Perú,Ucayali,1935.0,89.0
Defensor Pucallpa,Pucallpa,Aliardo Soria Pérez,Copa Perú,Ucayali,1962.0,62.0
Defensor San Alejandro,Irazola,Municipal de San Alejandro,Copa Perú,Ucayali,1970.0,54.0
Deportivo Bancos,Pucallpa,Aliardo Soria Pérez,Copa Perú,Ucayali,1955.0,69.0
Deportivo Hospital,Pucallpa,Aliardo Soria Pérez,Copa Perú,Ucayali,1971.0,53.0
Deportivo Municipal,Pucallpa,Aliardo Soria Pérez,Copa Perú,Ucayali,1966.0,58.0
Deportivo Pucallpa,Pucallpa,Aliardo Soria Pérez,Copa Perú,Ucayali,1947.0,77.0
Deportivo Vásquez,Irazola,Municipal de San Alejandro,Copa Perú,Ucayali,1956.0,68.0
La Paz Pachitea,Tournavista,Aliardo Soria Pérez,Copa Perú,Ucayali,1996.0,28.0
Lomas de La Molina,Yarinacocha,Jorge Forest Forest,Copa Perú,Ucayali,2007.0,17.0
Miguel Grau,Atalaya,Municipal de Atalaya,Copa Perú,Ucayali,1926.0,98.0
Santa Rosa,Pucallpa,Aliardo Soria Pérez,Copa Perú,Ucayali,1959.0,65.0
Sport Loreto,Pucallpa,Aliardo Soria Pérez,Copa Perú,Ucayali,1940.0,84.0
UNU,Pucallpa,Aliardo Soria Pérez,Copa Perú,Ucayali,1991.0,33.0
Alianza Cachipampa,Cachipampa,Estadio Santo Domingo de Guzmán,Copa Perú,Áncash,1956.0,68.0
Alianza Miramar,Chimbote,Estadio Manuel Rivera Sánchez,Copa Perú,Áncash,1942.0,82.0
Alianza Saénz Peña,Pariacoto,Estadio Municipal de Pariacoto,Copa Perú,Áncash,1949.0,75.0
Alianza San Jacinto,Nepeña,Estadio Justo Ruiz Prieto,Copa Perú,Áncash,1928.0,96.0
Alianza San Luis,Coishco,Estadio Municipal de Coishco,Copa Perú,Áncash,1989.0,35.0
Alianza Vicos,Marcará,Estadio Municipal de Marcará,Copa Perú,Áncash,1967.0,57.0
América Samanco[6]​,Samanco,Estadio Justino Aponte,Copa Perú,Áncash,1950.0,74.0
AMOSA,Huaraz,Estadio Rosas Pampa,Copa Perú,Áncash,1973.0,51.0
Atlético Bruces,Nuevo Chimbote,Estadio César Cueto,Copa Perú,Áncash,1986.0,38.0
Atlético Huascarán,Mancos,Estadio Municipal de Mancos,Copa Perú,Áncash,1955.0,69.0
Atlético Huayán,Huayán,Estadio 13 de Junio,Copa Perú,Áncash,1967.0,57.0
Atlético Juventud,Nepeña,Estadio Justo Ruiz Prieto,Copa Perú,Áncash,1946.0,78.0
Atlético Nicrupampa,Huaraz,Estadio Rosas Pampa,Copa Perú,Áncash,1943.0,81.0
Boca Juniors de Huarmey,Huarmey,Estadio Modelo,Copa Perú,Áncash,1960.0,64.0
Centro Social de Pariacoto,Pariacoto,Estadio Municipal de Pariacoto,Copa Perú,Áncash,1961.0,63.0
Círculo Deportivo,Ticapampa,Estadio Municipal de Ticapampa,Copa Perú,Áncash,1956.0,68.0
Cultural Casma,Casma,Estadio Valeriano López,Copa Perú,Áncash,1942.0,82.0
Defensor Callima,Pariacoto,Estadio Municipal de Pariacoto,Copa Perú,Áncash,1973.0,51.0
Defensor Convento,Pomabamba,Estadio Municipal de Pomabamba,Copa Perú,Áncash,1930.0,94.0
Defensor Nicrupampa,Independencia,Complejo Deportivo Huaraz,Copa Perú,Áncash,1978.0,46.0
Defensor San Rafael,Casma,Estadio Valeriano López,Copa Perú,Áncash,1948.0,76.0
Defensor Strong Boys,Chimbote,Estadio Manuel Rivera Sánchez,Copa Perú,Áncash,1952.0,72.0
Deportivo Asunción,Chacas,Estadio Huaychopampa,Copa Perú,Áncash,1974.0,50.0
